142	I	3.75E-03	141941202	402
142	Xe	3.68E-01	141929973.1	2.9
142	Cs	2.53E+00	141924296	7.898
142	Ba	2.70E+00	141916432.4	6.364
142	La	4.14E-01	141914090.9	6.853
142	Ce	1.57E-03	141909250.4	2.91
143	Xe	4.18E-02	142935369.6	5
143	Cs	7.43E-01	142927349.3	23.679
143	Ba	4.40E+00	142920625.3	7.43
143	La	1.05E+00	142916079.5	7.871
143	Ce	1.64E-02	142912392.1	2.909
143	Pr	2.27E-05	142910822.8	2.396
143	Nd	2.54E-09	142909820	1.953
144	Xe	1.16E-02	143938945.1	5.7
144	Cs	5.49E-01	143932076.3	27.104
144	Ba	3.37E+00	143922954.9	7.702
144	La	1.86E+00	143919645.6	13.888
144	Ce	1.01E-01	143913652.9	3.354
144	Pr	3.80E-05	143913310.9	3.233
144	Nd	1.27E-07	143910093	1.952
145	Xe	1.12E-03	144944719.6	12
145	Cs	1.49E-01	144935527.4	11.549
145	Ba	2.06E+00	144927518.4	9.1
145	La	2.51E+00	144921808.1	13.17
145	Ce	3.47E-01	144917265.2	36.405
145	Pr	4.25E-03	144914518.2	7.798
145	Nd	4.34E-06	144912579.3	1.953
145	Pm	2.42E-10	144912755.9	3.306
146	Xe	6.50E-05	145948518.2	26
146	Cs	2.58E-02	145940344.3	42.474
146	Ba	9.81E-01	145930283.7	21.931
146	La-m**	2.39E+00	145925837.4	10
146	La**	2.39E+00	145925677	36.014
146	Ce	1.01E+00	145918802.4	17.503
146	Pr	3.07E-02	145917679.9	37.377
146	Nd	9.21E-05	145913122.6	1.953
146	Pm	1.59E-08	145914702.4	4.771
147	Cs	0.00E+00	146944156.2	56.915
147	Ba	2.50E-01	146935303.9	21.2
147	La	1.94E+00	146928417.8	11.5
147	Ce	1.91E+00	146922689.9	9.211
147	Pr	1.81E-01	146919007.5	17.033
147	Nd	1.43E-03	146916106.1	1.953
147	Pm	7.42E-07	146915145	1.926
147	Sm	3.28E-11	146914904.4	1.919
